"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72" "V73" "V74" "V75" "V76" "V77" "V78" "V79" "V80" "V81" "V82" "V83" "V84" "V85" "V86" "V87" "V88" "V89" "V90" "V91" "V92" "V93" "V94" "V95" "V96" "V97" "V98" "V99" "V100" "V101" "V102" "V103" "V104" "V105" "V106" "V107" "V108" "V109" "V110" "V111" "V112" "V113" "V114" "V115" "V116" "V117" "V118" "V119" "V120" "V121" "V122" "V123" "V124" "V125" "V126" "V127" "V128" "V129" "V130" "V131" "V132" "V133" "V134" "V135" "V136" "V137" "V138" "V139" "V140" "V141" "V142" "V143" "V144" "V145" "V146" "V147" "V148" "V149" "V150" "V151" "V152" "V153" "V154" "V155" "V156" "V157" "V158" "V159" "V160" "V161" "V162" "V163" "V164" "V165" "V166" "V167" "V168" "V169" "V170" "V171" "V172" "V173" "V174" "V175" "V176" "V177" "V178" "V179" "V180" "V181" "V182" "V183" "V184" "V185" "V186" "V187" "V188" "V189" "V190" "V191" "V192" "V193" "V194" "V195" "V196" "V197" "V198" "V199" "V200" "V201" "V202" "V203" "V204" "V205" "V206" "V207" "V208" "V209" "V210" "V211" "V212" "V213" "V214" "V215" "V216" "V217" "V218" "V219" "V220" "V221" "V222" "V223" "V224" "V225" "V226" "V227" "V228" "V229" "V230" "V231" "V232" "V233" "V234" "V235" "V236" "V237" "V238" "V239" "V240" "V241" "V242" "V243" "V244" "V245" "V246" "V247" "V248" "V249" "V250" "V251" "V252" "V253" "V254" "V255" "V256"
"472" -1 -1 -1 -1 -1 -1 -1 -0.537 0.356 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.086 0.759 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.173 0.853 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.303 0.789 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.551 0.647 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.77 0.501 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.566 0.692 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.525 0.538 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.999 0.722 0.604 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.96 1 0.409 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.837 0.422 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.633 0.317 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.429 0.468 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.225 0.55 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.362 0.802 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.932 0.737 -0.958 -1 -1 -1 -1 -1 -1
"473" -1 -1 -1 -1 -1 -1 -1 0.364 -0.027 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.944 0.906 0.968 -0.882 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.99 0.81 0.993 -0.814 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.989 0.781 1 -0.608 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.657 1 -0.359 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.615 1 -0.074 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.862 0.948 1 0.068 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.329 1 1 -0.418 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.164 1 1 -0.582 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.078 1 0.999 -0.667 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.008 1 0.938 -0.928 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.163 1 0.975 -0.808 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.412 1 1 -0.534 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.77 0.96 1 -0.421 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.691 1 -0.3 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.241 0.877 -0.115 -1 -1 -1 -1 -1 -1
"474" -1 -1 -1 -1 -1 -0.953 0.297 -0.14 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.885 0.928 0.986 0.339 -0.737 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.789 0.988 1 1 0.777 -0.894 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.913 0.94 1 1 0.98 -0.762 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.933 0.871 1 1 0.711 -0.893 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.866 0.959 1 1 0.66 -0.997 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.954 0.876 1 1 0.507 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.863 0.939 1 1 0.189 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.884 0.952 1 1 -0.211 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.754 0.978 1 1 -0.04 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.775 0.99 1 1 -0.358 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.773 0.98 1 1 -0.513 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.719 0.999 1 1 -0.505 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.929 0.875 1 1 -0.334 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.203 1 1 -0.407 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.962 -0.245 0.789 -0.399 -1 -1 -1 -1 -1 -1
"475" -1 -1 -1 -1 -1 -1 -0.212 0.61 -0.868 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.338 1 -0.315 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.465 1 0.465 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.735 0.981 0.585 -0.994 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.947 0.821 0.877 -0.915 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.963 0.874 0.995 -0.58 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.54 1 -0.132 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.25 1 0.321 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.532 1 0.121 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.998 0.729 1 0.411 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.919 0.933 1 0.129 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.78 0.993 1 -0.071 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.505 1 0.96 -0.884 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.022 1 0.688 -0.976 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.304 1 0.023 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.353 0.754 -0.708 -1 -1 -1 -1 -1 -1 -1
"476" -1 -1 -1 -1 -1 -1 -1 0.122 -0.269 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.613 0.229 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.815 0.224 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.317 0.47 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.597 0.74 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.555 0.814 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.214 0.832 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.392 0.953 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.522 0.948 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.951 0.645 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.964 0.381 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 0.47 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.942 0.403 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.727 0.727 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.284 0.306 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.323 0.176 -1 -1 -1 -1 -1 -1 -1
"477" -1 -1 -1 -1 -1 -1 -1 0.181 -0.368 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.536 0.031 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.657 0.239 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.667 0.326 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.65 0.414 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.5 0.635 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.537 0.896 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.423 0.77 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.206 1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.198 0.875 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.337 0.932 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.391 0.744 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.591 0.548 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.805 0.467 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.859 0.347 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.913 -0.133 -1 -1 -1 -1 -1 -1 -1
"478" -1 -1 -1 -1 -1 -1 -1 -0.411 0.631 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.164 0.988 -0.902 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.187 1 -0.635 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.551 0.934 -0.932 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.993 0.79 0.382 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.838 0.999 0.205 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.803 1 0.263 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.767 1 0.04 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.638 1 0.097 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.415 1 -0.126 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.379 1 -0.162 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.521 0.992 -0.011 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.723 0.456 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.011 0.99 -0.893 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.432 1 -0.541 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.951 0.503 -0.461 -1 -1 -1 -1 -1 -1
"479" -1 -1 -1 -1 -1 -1 -0.953 0.331 0.058 -0.999 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.902 0.907 1 -0.174 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.856 0.868 1 0.804 -0.921 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.184 1 1 1 -0.238 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.045 1 1 0.902 -0.722 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.754 0.78 1 1 1 -0.207 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.611 0.999 1 1 1 -0.125 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.337 0.998 1 1 0.971 -0.368 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.285 0.997 1 1 0.355 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.1 0.996 1 1 0.96 -0.815 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.658 0.985 1 1 0.649 -0.865 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.735 0.98 1 1 0.334 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.896 0.748 1 1 0.416 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.239 1 1 0.497 -0.999 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.891 0.33 0.989 0.996 -0.485 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.645 0.357 0.212 -1 -1 -1 -1 -1
"480" -1 -1 -1 -1 -1 -1 -1 0.029 0.269 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.454 0.976 -0.801 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.987 0.715 1 -0.403 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.986 0.716 1 0.14 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.986 0.717 1 0.138 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.862 0.897 1 0.137 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.786 0.975 1 -0.137 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.326 1 1 -0.32 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.159 1 1 -0.11 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.323 1 1 -0.354 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.321 1 0.999 -0.597 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.441 1 0.999 -0.598 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.53 1 1 -0.359 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.786 0.956 1 -0.361 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.008 1 -0.09 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.96 0.38 0.089 -1 -1 -1 -1 -1 -1
"481" -1 -1 -1 -1 -1 -1 -0.919 0.719 -0.596 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.983 0.742 0.441 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.445 0.781 -0.99 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.628 0.999 -0.752 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.705 1 -0.687 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.998 0.744 1 -0.658 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.881 0.953 0.968 -0.81 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.741 0.997 0.762 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.561 1 0.543 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.377 1 0.359 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.371 1 0.176 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.401 1 0.277 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.609 1 0.448 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.811 0.959 0.62 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.336 1 -0.603 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.654 0.726 -0.62 -1 -1 -1 -1 -1 -1
"482" -1 -1 -1 -1 -1 -1 -0.979 0.639 0.591 -0.787 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.872 0.898 1 -0.344 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.798 0.981 1 -0.196 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.611 0.97 1 -0.296 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.122 1 1 -0.111 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.59 0.997 1 -0.248 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.512 1 1 -0.329 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.336 1 0.974 -0.632 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.578 1 0.998 -0.717 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.403 1 0.986 -0.615 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.379 1 1 -0.634 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.706 0.97 0.994 -0.575 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.37 1 1 -0.548 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.574 0.999 1 -0.267 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.829 0.974 1 -0.424 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.393 0.734 -0.486 -1 -1 -1 -1 -1 -1
"483" -1 -1 -1 -1 -1 -1 -1 -0.76 0.598 0.036 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.999 0.528 1 0.346 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.282 1 0.821 -0.788 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.032 1 -0.157 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.346 1 -0.346 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.285 1 -0.41 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.35 1 -0.35 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.289 1 -0.164 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.103 1 -0.103 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.333 1 -0.292 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.643 1 0.018 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.785 0.956 0.204 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.963 0.697 0.39 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.049 0.7 -0.999 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.682 0.778 -0.971 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.543 -0.793 -1 -1 -1 -1 -1 -1
"484" -1 -1 -1 -1 -1 -1 -0.716 0.681 -0.531 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.609 0.983 0.074 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.994 0.636 0.445 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.391 0.712 -0.999 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.988 0.781 0.931 -0.906 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.869 0.962 0.99 -0.749 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.991 0.722 0.988 -0.797 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.927 0.905 0.998 -0.711 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.988 0.733 1 -0.342 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.992 0.727 1 -0.246 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.912 0.93 1 -0.425 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.902 0.944 0.98 -0.826 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.28 1 0.961 -0.856 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.342 1 0.838 -0.964 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.3 1 0.497 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.896 0.537 0.455 -1 -1 -1 -1 -1 -1 -1
"485" -1 -1 -1 -1 -1 -1 -1 0.087 0.099 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.212 0.795 -0.977 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.999 0.628 0.942 -0.927 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.901 0.955 1 -0.794 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.894 0.958 0.977 -0.839 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.79 0.992 0.915 -0.944 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.871 0.976 0.749 -0.988 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.77 0.999 0.927 -0.904 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.857 0.982 0.975 -0.848 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.849 0.984 0.957 -0.897 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.84 0.985 0.885 -0.956 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.991 0.803 0.875 -0.971 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.999 0.707 0.819 -0.974 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.999 0.645 0.703 -0.997 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.363 0.764 -0.983 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.171 0.472 -1 -1 -1 -1 -1 -1 -1
"486" -1 -1 -1 -1 -1 -1 -1 -0.403 -0.269 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.998 0.607 0.634 -0.995 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.873 0.904 0.699 -0.964 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.542 0.994 0.313 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.323 1 0.469 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.098 1 0.688 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.071 1 0.524 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.055 1 0.275 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.206 1 0.186 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.136 1 0.257 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.163 1 0.229 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.142 1 0.053 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.096 1 0.013 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.05 1 0.232 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.193 1 0.969 -0.043 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -0.904 0.287 0.999 -0.544 -1 -1 -1 -1 -1 -1
